,location,total_sqft,bath,price,bhk
3186,Hoodi,1026.0,2.0,60.87,2
3189,Hoodi,2400.0,5.0,160.0,5
3190,Hoodi,1196.0,2.0,71.74,2
3192,Hoodi,1500.0,2.0,84.0,2
3194,Hoodi,1925.0,2.0,114.0,3
3195,Hoodi,1400.0,2.0,82.0,2
3197,Hoodi,706.0,1.0,48.24,1
3199,Hoodi,1132.0,2.0,67.9,2
3200,Hoodi,1925.0,3.0,110.0,3
3202,Hoodi,1257.0,2.0,71.03,2
3203,Hoodi,1305.0,2.0,75.0,2
3207,Hoodi,1108.0,2.0,74.23,2
3210,Hoodi,1063.0,2.0,61.17,2
3212,Hoodi,711.0,1.0,42.65,1
3214,Hoodi,863.0,1.0,40.55,1
3215,Hoodi,1715.0,2.0,100.0,3
3218,Hoodi,2144.0,3.0,140.0,3
3219,Hoodi,1108.0,2.0,66.46,2
3221,Hoodi,1837.0,3.0,110.0,3
3222,Hoodi,3385.0,4.0,220.0,4
3225,Hoodi,1490.0,3.0,85.0,3
3228,Horamavu Agara,1560.0,3.0,75.0,3
3229,Horamavu Agara,755.0,2.0,37.49,2
3230,Horamavu Agara,982.0,2.0,47.65,2
3233,Horamavu Agara,1756.0,3.0,92.0,3
3236,Horamavu Agara,1265.0,2.0,65.0,3
3240,Horamavu Agara,1250.0,3.0,65.0,3
3242,Horamavu Agara,2400.0,3.0,80.0,5
3243,Horamavu Agara,1000.0,2.0,46.0,2
3244,Horamavu Agara,760.0,2.0,37.49,2
3247,Horamavu Agara,750.0,2.0,37.49,2
3248,Horamavu Agara,625.0,1.0,27.0,1
3250,Horamavu Agara,994.0,2.0,42.28,2
3253,Horamavu Agara,1090.0,2.0,46.0,2
3256,Horamavu Agara,1058.0,2.0,47.0,2
3257,Horamavu Banaswadi,1554.0,3.0,55.0,3
3258,Horamavu Banaswadi,1611.0,3.0,66.0,3
3259,Horamavu Banaswadi,1460.0,2.0,80.5,2
3261,Horamavu Banaswadi,1180.0,2.0,58.0,2
3263,Horamavu Banaswadi,3800.0,8.0,200.0,6
3273,Horamavu Banaswadi,1610.0,3.0,68.0,3
3278,Horamavu Banaswadi,1025.0,2.0,45.0,2
3279,Horamavu Banaswadi,1081.0,2.0,52.0,2
3280,Horamavu Banaswadi,1000.0,2.0,50.0,2
3281,Hormavu,1500.0,2.0,78.0,2
3282,Hormavu,1150.0,2.0,55.0,2
3285,Hormavu,1200.0,2.0,67.0,2
3286,Hormavu,1200.0,3.0,70.0,2
3288,Hormavu,1351.0,2.0,53.0,1
3291,Hormavu,1500.0,3.0,70.0,3
3292,Hormavu,1725.0,3.0,85.0,3
3293,Hormavu,1153.0,2.0,65.0,2
3295,Hormavu,1123.0,2.0,56.0,2
3296,Hormavu,1385.0,2.0,69.0,3
3297,Hormavu,1617.5,3.0,73.595,3
3298,Hormavu,1030.0,2.0,49.35,2
3299,Hormavu,1018.0,2.0,50.8,2
3300,Hormavu,1555.0,3.0,75.0,3
3303,Hormavu,1000.0,2.0,50.0,2
3304,Hormavu,1200.0,2.0,68.0,2
3306,Hormavu,1200.0,2.0,68.0,2
3307,Hormavu,765.0,2.0,37.49,2
3310,Hormavu,1250.0,2.0,60.0,2
3312,Hormavu,583.0,1.0,28.275,1
3314,Hormavu,1385.0,2.0,69.25,3
3316,Hormavu,1065.0,2.0,50.92,2
3317,Hormavu,1046.0,2.0,60.0,2
3318,Hormavu,1400.0,2.0,75.0,2
3319,Hormavu,1365.0,2.0,65.0,3
3324,Hormavu,1200.0,2.0,73.0,2
3325,Hormavu,1250.0,2.0,65.0,2
3327,Hormavu,1075.0,2.0,53.7,2
3329,Hormavu,1075.0,2.0,53.7,2
3330,Hormavu,2282.0,4.0,115.0,4
3332,Hormavu,1310.0,2.0,67.0,2
3335,Hormavu,1210.0,2.0,69.0,2
3341,Hosa Road,1365.0,2.0,92.0,2
3344,Hosa Road,1332.0,2.0,86.12,3
3345,Hosa Road,615.0,1.0,28.29,1
3346,Hosa Road,1318.0,2.0,85.28,3
3351,Hosa Road,1532.0,3.0,98.13,3
3352,Hosa Road,1680.0,3.0,101.0,3
3353,Hosa Road,880.0,2.0,50.0,2
3354,Hosa Road,1533.0,3.0,98.18,3
3355,Hosa Road,1040.0,2.0,68.59,2
3356,Hosa Road,1040.0,2.0,61.0,2
3358,Hosa Road,1245.0,2.0,62.0,2
3359,Hosa Road,1311.0,2.0,84.86,3
3360,Hosa Road,800.0,1.0,39.99,1
3365,Hosa Road,1360.0,2.0,77.61,2
3366,Hosa Road,1170.0,2.0,65.0,2
3368,Hosa Road,1470.0,2.0,84.22,3
3369,Hosa Road,1708.0,3.0,64.05,4
3373,Hosakerehalli,2378.0,3.0,262.0,3
3375,Hosakerehalli,3205.0,5.0,380.0,4
3376,Hosakerehalli,3024.0,5.0,248.0,4
3377,Hosakerehalli,3024.0,5.0,350.0,4
3378,Hosakerehalli,2400.0,5.0,250.0,5
3380,Hosakerehalli,1304.0,2.0,100.0,2
3381,Hosakerehalli,2480.0,3.0,245.0,3
3382,Hosakerehalli,925.0,2.0,46.5,2
3383,Hosakerehalli,2480.0,4.0,260.0,3
3386,Hosakerehalli,3205.0,4.0,300.0,4
3387,Hosakerehalli,3033.0,4.0,326.0,4
3388,Hosakerehalli,600.0,2.0,65.0,2
3389,Hosakerehalli,2480.0,4.0,265.0,3
3390,Hosakerehalli,925.0,2.0,46.25,2
3391,Hosakerehalli,2376.0,3.0,240.0,3
3392,Hosakerehalli,1500.0,6.0,145.0,5
3393,Hoskote,1250.0,3.0,50.0,3
3396,Hoskote,1170.0,2.0,45.0,2
3398,Hoskote,1200.0,3.0,57.0,3
3403,Hoskote,1395.0,2.0,63.0,3
3405,Hoskote,945.0,2.0,35.0,2
3408,Hoskote,509.0,1.0,23.0,1
3409,Hosur Road,1656.0,2.0,120.0,2
3410,Hosur Road,1194.0,2.0,69.0,2
3413,Hosur Road,3300.0,5.0,240.0,5
3414,Hosur Road,1510.0,2.0,105.0,3
3415,Hosur Road,1427.0,2.0,80.63,3
3416,Hosur Road,1508.0,2.0,110.0,3
3417,Hosur Road,460.0,1.0,21.0,1
3420,Hosur Road,950.0,2.0,60.0,2
3421,Hosur Road,1194.0,2.0,71.64,2
3422,Hosur Road,1766.0,3.0,130.0,3
3423,Hosur Road,1689.0,3.0,103.0,3
3424,Hosur Road,3600.0,5.0,180.0,5
3427,Hosur Road,1689.0,3.0,103.0,3
3428,Hosur Road,3000.0,4.0,160.0,4
3429,Hosur Road,2000.0,4.0,130.0,4
3431,Hosur Road,1689.0,3.0,103.0,3
3434,Hosur Road,1223.0,2.0,93.0,2
3436,Hosur Road,1919.0,3.0,117.0,3
3443,Hulimavu,1100.0,2.0,71.5,2
3445,Hulimavu,688.0,1.0,50.0,1
3446,Hulimavu,1255.0,2.0,73.0,2
3447,Hulimavu,1200.0,4.0,75.0,4
3449,Hulimavu,1375.0,2.0,80.0,2
3450,Hulimavu,1248.0,2.0,69.0,2
3451,Hulimavu,1818.0,3.0,135.0,3
3453,Hulimavu,1255.0,2.0,74.0,2
3455,Hulimavu,1255.0,2.0,69.0,2
3457,Hulimavu,3035.0,5.0,271.0,3
3458,Hulimavu,3035.0,5.0,220.0,3
3459,Hulimavu,1127.0,2.0,65.0,2
3462,Hulimavu,1200.0,2.0,75.0,2
3463,Hulimavu,1430.0,2.0,90.0,3
3467,Hulimavu,2000.0,4.0,100.0,4
3468,Hulimavu,3560.0,5.0,318.0,4
3470,Hulimavu,1276.0,2.0,76.0,2
3471,Hulimavu,1500.0,2.0,90.0,2
3473,Hulimavu,1021.0,2.0,76.0,2
3474,Hulimavu,581.0,1.0,29.0,1
3476,Hulimavu,1050.0,2.0,125.0,2
3478,Hulimavu,1200.0,4.0,75.0,4
3479,Hulimavu,1260.0,2.0,82.0,3
3480,Hulimavu,450.0,1.0,20.0,1
3481,Hulimavu,1231.0,2.0,84.5,2
3482,Hulimavu,1916.0,2.0,150.0,3
3484,ISRO Layout,4400.0,6.0,250.0,6
3485,ISRO Layout,1000.0,2.0,60.0,2
3486,ISRO Layout,1180.0,2.0,52.0,2
3487,ISRO Layout,1000.0,2.0,60.0,2
3488,ISRO Layout,1310.0,2.0,68.0,3
3489,ISRO Layout,4200.0,4.0,255.0,4
3490,ISRO Layout,1050.0,2.0,51.0,2
3491,ISRO Layout,1370.0,2.0,87.0,3
3493,ITPL,1548.0,3.0,89.5,3
3494,ITPL,1200.0,3.0,68.4,3
3498,ITPL,5667.5,5.0,300.0,4
3499,Iblur Village,3235.0,3.0,235.0,3
3500,Iblur Village,3596.0,5.0,290.0,4
3503,Iblur Village,3596.0,5.0,282.0,4
3507,Iblur Village,1920.0,3.0,150.0,3
3509,Iblur Village,1920.0,3.0,150.0,3
3512,Iblur Village,3596.0,5.0,279.0,4
3513,Iblur Village,2666.0,4.0,200.0,3
3514,Iblur Village,5384.0,5.0,420.0,5
3515,Iblur Village,3596.0,5.0,297.0,4
3516,Iblur Village,5515.0,6.0,425.0,5
3523,Indira Nagar,2800.0,3.0,330.0,3
3524,Indira Nagar,1650.0,3.0,200.0,3
3529,Indira Nagar,500.0,1.0,70.0,1
3530,Indira Nagar,1400.0,2.0,168.0,2
3531,Indira Nagar,2400.0,4.0,525.0,4
3534,Indira Nagar,1470.0,2.0,170.0,2
3535,Indira Nagar,2700.0,3.0,324.0,3
3536,Indira Nagar,850.0,1.0,57.0,1
3537,Indira Nagar,3250.0,8.0,600.0,8
3538,Indira Nagar,2601.0,4.0,312.0,3
3541,Indira Nagar,1650.0,3.0,220.0,3
3544,Indira Nagar,1440.0,3.0,275.0,3
3545,Indira Nagar,1475.0,2.0,171.0,2
3547,Indira Nagar,4000.0,4.0,700.0,4
3548,Indira Nagar,850.0,1.0,60.0,1
3549,Indira Nagar,2400.0,4.0,405.0,4
3550,Indira Nagar,1800.0,5.0,350.0,5
3553,Indira Nagar,1650.0,3.0,200.0,3
3556,Indira Nagar,1149.0,2.0,130.0,2
3558,Indira Nagar,2400.0,6.0,475.0,6
3559,JP Nagar,1850.0,3.0,150.0,3
3560,JP Nagar,5520.0,2.0,375.0,5
3561,JP Nagar,1100.0,2.0,70.0,2
3564,JP Nagar,4624.5,4.0,314.5,4
3566,JP Nagar,1050.0,1.0,44.0,1
3567,JP Nagar,1352.5,2.0,93.865,2
3569,JP Nagar,1300.0,2.0,90.87,2
3570,JP Nagar,1315.0,2.0,85.4,3
3571,JP Nagar,1690.0,3.0,112.0,3
3572,JP Nagar,3000.0,4.0,140.0,4
3573,JP Nagar,3000.0,4.0,140.0,4
3576,JP Nagar,750.0,1.0,52.5,1
3577,JP Nagar,1200.0,2.0,78.0,2
3581,JP Nagar,2700.0,4.0,160.0,7
3584,JP Nagar,1750.0,3.0,123.0,3
3585,JP Nagar,2195.0,2.0,152.0,3
3586,JP Nagar,3496.5,2.0,237.5,3
3588,JP Nagar,3000.0,3.0,150.0,4
3590,JP Nagar,745.0,1.0,34.27,1
3591,JP Nagar,1800.0,6.0,68.0,6
3592,JP Nagar,1150.0,2.0,90.0,2
3594,JP Nagar,1960.0,3.0,138.0,3
3595,JP Nagar,1500.0,2.0,87.0,4
3598,JP Nagar,2400.0,3.0,196.0,3
3599,JP Nagar,1300.0,2.0,91.65,2
3601,JP Nagar,1250.0,2.0,93.0,2
3602,JP Nagar,1500.0,2.0,108.0,3
3603,JP Nagar,1520.0,3.0,125.0,3
3604,JP Nagar,1405.0,2.0,99.0,2
3605,JP Nagar,1157.0,2.0,73.0,2
3609,Jakkur,1590.0,2.0,125.0,3
3613,Jakkur,3467.86,6.0,249.0,4
3614,Jakkur,1865.0,3.0,124.0,3
3615,Jakkur,3181.0,2.0,260.5,4
3616,Jakkur,1760.0,3.0,139.0,3
3617,Jakkur,1290.0,2.0,100.0,2
3618,Jakkur,1452.19,2.0,100.0,2
3619,Jakkur,1798.0,3.0,120.0,3
3620,Jakkur,1300.0,2.0,85.0,2
3621,Jakkur,3181.0,4.0,260.5,4
3622,Jakkur,1950.0,3.0,131.0,3
3624,Jakkur,1230.0,2.0,76.0,2
3626,Jakkur,1290.0,2.0,80.0,2
3628,Jakkur,2283.0,4.0,130.0,4
3629,Jakkur,1483.0,2.0,98.0,2
3632,Jakkur,1650.0,3.0,111.0,3
3634,Jakkur,2423.0,4.0,160.0,3
3637,Jakkur,1230.0,2.0,79.0,2
3638,Jakkur,1202.0,2.0,79.0,2
3639,Jakkur,1858.0,3.0,123.0,3
3640,Jakkur,3181.0,2.0,229.0,4
3643,Jakkur,1785.0,3.0,130.0,3
3646,Jakkur,1816.0,3.0,119.0,3
3648,Jakkur,1290.0,2.0,85.0,2
3649,Jakkur,1300.0,2.0,80.0,2
3650,Jakkur,1290.0,2.0,80.04,2
3657,Jakkur,1950.0,3.0,131.0,3
3660,Jakkur,1710.0,3.0,110.0,3
3662,Jalahalli,2250.0,3.0,160.0,3
3663,Jalahalli,1694.0,2.0,125.0,2
3666,Jalahalli,1045.0,2.0,76.77,2
3668,Jalahalli,2113.0,3.0,155.0,3
3669,Jalahalli,1932.0,4.0,135.0,3
3671,Jalahalli,1200.0,4.0,90.0,4
3673,Jalahalli,2384.0,4.0,165.0,3
3677,Jalahalli,1569.0,3.0,118.0,3
3678,Jalahalli,600.0,1.0,37.0,1
3679,Jalahalli,615.0,1.0,46.0,1
3682,Jalahalli,1000.0,2.0,70.0,2
3683,Jalahalli,615.0,1.0,46.0,1
3685,Jalahalli,1470.0,2.0,102.0,3
3686,Jalahalli,1244.0,2.0,88.0,2
3687,Jalahalli,1407.0,2.0,98.49,2
3688,Jalahalli,1200.0,2.0,66.0,1
3690,Jalahalli,1045.0,2.0,76.77,2
3692,Jalahalli,2086.0,3.0,160.0,3
3697,Jalahalli East,750.0,1.0,40.0,1
3698,Jalahalli East,1260.0,2.0,60.0,3
3699,Jalahalli East,1020.0,2.0,58.0,2
3700,Jalahalli East,1300.0,2.0,63.0,3
3701,Jalahalli East,775.0,1.0,34.1,1
3702,Jalahalli East,1010.0,2.0,52.0,2
3703,Jalahalli East,1010.0,2.0,52.0,2
3705,Jigani,918.0,2.0,52.0,2
3709,Jigani,927.0,2.0,55.0,2
3711,Jigani,2400.0,4.0,130.0,3
3713,Jigani,918.0,2.0,63.2,2
3715,Jigani,918.0,2.0,55.0,2
3716,Jigani,2400.0,3.0,149.0,3
3717,Jigani,4303.5,2.0,226.0,4
3720,Jigani,923.0,2.0,50.0,2
3723,Jigani,1221.0,3.0,72.0,3
3727,Jigani,918.0,2.0,50.0,2
3728,Jigani,1200.0,3.0,65.0,3
3729,Jigani,914.0,2.0,55.0,2
3732,Jigani,1221.0,3.0,65.0,3
3733,Jigani,1221.0,3.0,75.0,3
3734,Jigani,1252.0,3.0,70.0,3
3735,Jigani,1221.0,3.0,65.0,3
3738,Jigani,1221.0,3.0,70.0,3
3742,Jigani,918.0,2.0,56.0,2
3743,Jigani,1245.0,3.0,66.0,3
3744,Jigani,1221.0,3.0,65.0,3
3746,Judicial Layout,1300.0,3.0,64.0,3
3747,Judicial Layout,2070.0,3.0,162.0,3
3748,Judicial Layout,1700.0,3.0,155.0,3
3749,Judicial Layout,1100.0,2.0,53.0,3
3750,Judicial Layout,1165.0,2.0,49.61,2
3751,Judicial Layout,5400.0,4.0,700.0,5
3752,Judicial Layout,1500.0,3.0,162.0,4
3753,Judicial Layout,900.0,2.0,40.0,2
3754,Judicial Layout,1989.0,4.0,155.0,3
3755,KR Puram,1277.5,2.0,56.8,2
3760,KR Puram,1200.0,2.0,71.0,2
3765,KR Puram,1470.0,2.0,86.0,2
3766,KR Puram,714.0,1.0,28.0,1
3767,KR Puram,1142.0,2.0,51.0,2
3769,KR Puram,1021.0,2.0,48.0,2
3770,KR Puram,1559.0,3.0,69.315,3
3772,KR Puram,1550.0,2.0,71.0,2
3778,KR Puram,1156.0,2.0,72.0,2
3779,KR Puram,1000.0,2.0,60.0,2
3783,KR Puram,750.0,2.0,40.0,2
3785,KR Puram,2000.0,6.0,85.0,6
3786,KR Puram,1000.0,2.0,44.5,2
3788,KR Puram,1200.0,1.0,65.0,2
3789,KR Puram,1583.0,2.0,70.445,3
3790,KR Puram,1076.0,2.0,67.0,2
3792,KR Puram,4300.0,6.0,175.0,6
3795,KR Puram,1040.0,2.0,50.0,2
3796,KR Puram,1200.0,4.0,83.0,4
3800,KR Puram,4600.0,9.0,200.0,9
3801,KR Puram,1050.0,2.0,55.0,2
3804,KR Puram,1700.0,3.0,105.0,3
3805,KR Puram,1200.0,2.0,72.0,2
3806,KR Puram,3628.0,4.0,246.0,4
3811,KR Puram,1290.0,2.0,69.0,2
3812,KR Puram,1300.0,2.0,57.0,3
3815,KR Puram,1204.0,2.0,58.0,2
3816,KR Puram,700.0,1.0,21.5,1
3818,KR Puram,1827.0,3.0,97.0,3
3822,KR Puram,2283.0,2.0,121.0,4
3823,KR Puram,2800.0,6.0,110.0,7
3825,KR Puram,1200.0,2.0,75.0,2
3826,KR Puram,1245.0,2.0,60.0,2
3827,Kadubeesanahalli,1665.0,3.0,70.0,3
3828,Kadubeesanahalli,1532.0,3.0,115.0,3
3829,Kadubeesanahalli,1545.0,2.0,66.0,3
3830,Kadubeesanahalli,1424.0,2.0,75.0,3
3831,Kadubeesanahalli,1257.0,2.0,93.0,2
3832,Kadubeesanahalli,1365.0,3.0,80.0,3
3833,Kadubeesanahalli,1257.0,2.0,105.0,2
3834,Kadubeesanahalli,1184.0,2.0,55.0,2
3835,Kadubeesanahalli,1185.0,2.0,55.0,2
3836,Kadubeesanahalli,1140.0,2.0,78.0,2
3841,Kadugodi,1890.0,4.0,127.0,3
3842,Kadugodi,3750.0,4.0,210.0,4
3843,Kadugodi,1762.0,3.0,110.0,3
3844,Kadugodi,1900.0,3.0,108.0,3
3845,Kadugodi,1314.0,2.0,68.2,2
3849,Kadugodi,1314.0,2.0,78.0,2
3850,Kadugodi,1762.0,3.0,112.0,3
3851,Kadugodi,1314.0,2.0,83.0,2
3852,Kadugodi,925.0,1.0,40.7,1
3853,Kadugodi,1351.0,2.0,78.0,3
3855,Kadugodi,1890.0,4.0,125.0,3
3856,Kadugodi,1152.0,2.0,61.0,2
3858,Kadugodi,1762.0,3.0,112.0,3
3859,Kadugodi,1890.0,4.0,125.0,3
3861,Kadugodi,3000.0,4.0,134.0,4
3864,Kadugodi,1875.0,2.0,110.0,3
3866,Kadugodi,1762.0,3.0,109.0,3
3867,Kadugodi,1314.0,2.0,80.0,2
3868,Kadugodi,1196.0,2.0,60.0,2
3871,Kaggadasapura,2150.0,4.0,100.0,4
3873,Kaggadasapura,1110.0,2.0,53.0,2
3874,Kaggadasapura,1060.0,2.0,48.0,2
3877,Kaggadasapura,1470.0,2.0,75.0,3
3879,Kaggadasapura,1050.0,2.0,48.0,2
3881,Kaggadasapura,1100.0,2.0,58.0,2
3883,Kaggadasapura,1200.0,2.0,53.0,2
3884,Kaggadasapura,1035.0,2.0,45.5,2
3885,Kaggadasapura,1180.0,1.0,50.0,2
3887,Kaggadasapura,1340.0,3.0,66.0,3
3889,Kaggadasapura,1500.0,3.0,75.0,3
3893,Kaggadasapura,1540.0,3.0,75.0,3
3895,Kaggadasapura,1560.0,2.0,72.0,3
3896,Kaggadasapura,1240.0,2.0,58.58,2
3897,Kaggadasapura,1000.0,2.0,43.0,2
3899,Kaggadasapura,2500.0,5.0,120.0,3
3900,Kaggadasapura,960.0,2.0,45.0,2
3903,Kaggadasapura,1455.0,3.0,75.0,3
3904,Kaggadasapura,1045.0,2.0,55.0,2
3907,Kaggadasapura,2150.0,4.0,90.0,4
3909,Kaggadasapura,1485.0,2.0,70.0,3
3910,Kaggadasapura,1175.0,2.0,50.0,2
3911,Kaggadasapura,3000.0,4.0,130.0,4
3914,Kaggadasapura,1500.0,2.0,75.0,3
3915,Kaggadasapura,1400.0,2.0,68.0,3
3917,Kaggalipura,1150.0,2.0,55.0,3
3918,Kaggalipura,700.0,1.0,38.0,1
3919,Kaggalipura,1210.0,2.0,58.0,3
3920,Kaggalipura,700.0,1.0,36.0,1
3922,Kaggalipura,1000.0,2.0,60.0,2
3925,Kaggalipura,1150.0,2.0,62.0,3
3926,Kaggalipura,700.0,1.0,35.0,1
3927,Kaggalipura,1150.0,2.0,57.5,3
3928,Kaggalipura,1210.0,2.0,65.0,3
3930,Kaggalipura,950.0,2.0,60.0,2
3931,Kaikondrahalli,1645.0,3.0,100.0,3
3932,Kaikondrahalli,1115.0,2.0,50.0,2
3933,Kaikondrahalli,1220.0,3.0,56.0,3
3934,Kaikondrahalli,1300.0,2.0,61.0,2
3935,Kaikondrahalli,1700.0,4.0,108.0,4
3936,Kaikondrahalli,1342.0,3.0,92.0,3
3937,Kaikondrahalli,1605.0,3.0,105.0,3
3938,Kaikondrahalli,1253.0,2.0,81.5,2
3939,Kaikondrahalli,991.0,2.0,64.0,2
3940,Kaikondrahalli,1250.0,2.0,78.0,2
3941,Kaikondrahalli,3381.0,6.0,225.0,6
3943,Kalena Agrahara,1804.0,3.0,120.0,3
3945,Kalena Agrahara,1325.0,2.0,76.0,2
3946,Kalena Agrahara,1450.0,2.0,85.0,3
3951,Kalena Agrahara,610.0,1.0,39.0,1
3953,Kalena Agrahara,1450.0,3.0,100.0,3
3956,Kalena Agrahara,800.0,2.0,40.0,2
3961,Kalena Agrahara,1354.0,2.0,70.0,2
3962,Kalena Agrahara,1200.0,3.0,70.0,2
3963,Kalena Agrahara,1354.0,2.0,71.0,2
3964,Kalyan nagar,1375.0,3.0,75.0,3
3966,Kalyan nagar,3800.0,5.0,300.0,4
3967,Kalyan nagar,1640.0,3.0,88.0,3
3968,Kalyan nagar,1800.0,3.0,85.0,3
3969,Kalyan nagar,1080.0,2.0,73.0,2
3970,Kalyan nagar,2422.0,3.0,150.0,4
3972,Kalyan nagar,1410.0,2.0,60.0,3
3973,Kalyan nagar,1198.0,2.0,65.0,2
3974,Kalyan nagar,1250.0,2.0,65.0,2
3977,Kalyan nagar,2285.0,4.0,165.0,3
3978,Kalyan nagar,1100.0,2.0,70.0,2
3979,Kambipura,883.0,2.0,45.0,2
3980,Kambipura,1082.0,2.0,56.0,3
3981,Kambipura,883.0,2.0,45.0,2
3984,Kambipura,883.0,2.0,45.0,2
3986,Kambipura,1082.0,2.0,55.0,3
3989,Kambipura,883.0,2.0,44.0,2
3996,Kambipura,883.0,2.0,45.0,2
3998,Kambipura,1082.0,2.0,55.0,3
3999,Kammanahalli,2845.0,5.0,140.0,5
4000,Kammanahalli,1666.0,4.0,150.0,5
4001,Kammanahalli,700.0,1.0,59.0,1
4002,Kammanahalli,1200.0,2.0,80.0,2
4003,Kammanahalli,1100.0,2.0,60.0,2
4004,Kammanahalli,1200.0,1.0,81.0,2
4005,Kammanahalli,2900.0,4.0,200.0,4
4006,Kammanahalli,1200.0,3.0,80.0,2
4007,Kammasandra,1595.0,3.0,65.0,3
4009,Kammasandra,657.5,1.0,18.41,1
4010,Kammasandra,674.0,2.0,29.0,2
4011,Kammasandra,912.0,2.0,39.0,3
4020,Kammasandra,1015.0,2.0,37.0,2
4023,Kammasandra,1415.0,2.0,60.0,2
4024,Kammasandra,1057.0,2.0,35.0,2
4026,Kammasandra,1500.0,3.0,65.0,3
4027,Kammasandra,985.0,2.0,40.5,2
4028,Kammasandra,940.0,2.0,35.0,2
4030,Kammasandra,610.0,1.0,18.5,1
4031,Kanakapura,1419.0,3.0,75.0,3
4032,Kanakapura,711.0,1.0,36.0,1
4033,Kanakapura,711.0,1.0,38.0,1
4034,Kanakapura,929.0,2.0,46.0,2
4035,Kanakapura,551.0,1.0,30.0,1
4037,Kanakapura,1699.0,3.0,97.0,3
4039,Kanakapura,1476.0,3.0,75.0,3
4040,Kanakapura,1295.0,2.0,64.0,2
4043,Kanakapura,1151.0,2.0,59.0,2
4044,Kanakapura,945.0,2.0,47.0,2
4045,Kanakapura,1254.0,2.0,70.0,3
4046,Kanakapura,2200.0,3.0,121.0,3
4047,Kanakapura,1340.0,2.0,65.0,2
4049,Kanakapura,1450.0,3.0,75.0,3
4051,Kanakapura,1283.0,2.0,68.0,2
4052,Kanakapura,2130.0,4.0,120.0,4
4054,Kanakapura,938.0,1.0,50.0,1
4055,Kanakapura,825.0,1.0,35.475,1
4058,Kanakpura Road,700.0,2.0,36.0,2
4059,Kanakpura Road,1665.0,3.0,88.0,3
4060,Kanakpura Road,950.0,2.0,57.0,2
4061,Kanakpura Road,2250.0,4.0,110.0,4
4068,Kanakpura Road,525.0,1.0,27.25,1
4069,Kanakpura Road,1100.0,2.0,58.0,3
4070,Kanakpura Road,525.0,1.0,30.0,1
4072,Kanakpura Road,1339.0,2.0,75.0,2
4073,Kanakpura Road,1100.0,3.0,58.0,3
4076,Kanakpura Road,1843.0,3.0,95.84,3
4077,Kanakpura Road,1290.0,2.0,74.0,2
4079,Kanakpura Road,1665.0,3.0,86.58,3
4081,Kanakpura Road,1542.0,2.0,85.0,3
4082,Kanakpura Road,1300.0,2.0,69.0,3
4083,Kanakpura Road,900.0,2.0,46.0,2
4085,Kanakpura Road,1843.0,3.0,92.15,3
4086,Kanakpura Road,900.0,2.0,46.0,2
4087,Kanakpura Road,900.0,2.0,46.0,2
4088,Kanakpura Road,1495.0,2.0,90.0,2
4091,Kanakpura Road,1560.0,3.0,92.0,3
4092,Kanakpura Road,1135.0,2.0,58.0,2
4093,Kanakpura Road,3500.0,6.0,225.0,4
4094,Kanakpura Road,1420.0,2.0,75.0,3
4097,Kanakpura Road,983.0,2.0,50.6,2
4102,Kanakpura Road,1843.0,3.0,95.84,3
4104,Kanakpura Road,1366.0,3.0,76.85,2
4108,Kanakpura Road,2265.0,3.0,136.0,3
4114,Kanakpura Road,2200.0,3.0,130.0,3
4115,Kanakpura Road,525.0,1.0,30.0,1
4117,Kanakpura Road,1051.0,2.0,56.74,2
4118,Kanakpura Road,525.0,1.0,30.0,1
4123,Kanakpura Road,1300.0,3.0,69.0,3
4124,Kanakpura Road,700.0,2.0,40.0,2
4126,Kanakpura Road,1700.0,3.0,88.0,3
4129,Kanakpura Road,2775.0,3.0,165.0,4
4130,Kanakpura Road,1900.0,3.0,99.0,3
4131,Kanakpura Road,1290.0,2.0,80.0,2
4136,Kanakpura Road,1868.0,3.0,113.0,3
4138,Kanakpura Road,1366.0,2.0,83.0,2
4139,Kanakpura Road,700.0,2.0,40.0,2
4140,Kanakpura Road,1800.0,3.0,90.0,3
4141,Kanakpura Road,1339.0,2.0,71.5,2
4143,Kanakpura Road,670.0,1.0,35.0,1
4145,Kanakpura Road,1260.0,3.0,63.58,3
4150,Kanakpura Road,525.0,1.0,30.0,1
4153,Kanakpura Road,1498.0,3.0,95.0,3
4154,Kanakpura Road,525.0,2.0,27.0,1
4155,Kanakpura Road,1665.0,3.0,86.91,3
4156,Kanakpura Road,1665.0,3.0,86.58,3
4157,Kanakpura Road,712.0,1.0,38.44,1
4161,Kanakpura Road,1507.0,2.0,95.0,3
4163,Kanakpura Road,1737.0,3.0,85.0,3
4165,Kanakpura Road,1339.0,2.0,85.0,2
4166,Kanakpura Road,525.0,1.0,27.0,1
4167,Kanakpura Road,525.0,1.0,27.5,1
4172,Kanakpura Road,1050.0,2.0,59.0,3
4173,Kanakpura Road,1600.0,3.0,90.0,3
4174,Kanakpura Road,525.0,2.0,29.25,1
4176,Kanakpura Road,800.0,2.0,41.145,2
4179,Kanakpura Road,1100.0,3.0,56.57,3
4182,Kanakpura Road,1843.0,3.0,96.2,3
4184,Kanakpura Road,1500.0,3.0,72.99,3
4186,Kanakpura Road,1240.0,2.0,65.0,2
4188,Kanakpura Road,1498.0,3.0,74.9,3
4190,Kanakpura Road,700.0,2.0,41.0,2
4194,Kanakpura Road,700.0,1.0,41.0,2
